name_x,article_url_x,qid,summary_x,name_y,article_url_y,summary_y,gender_raw,birthdate_raw,citizenship_raw,occupation_raw,field_raw,birth_year,gender_qid
Alfred Eichner,https://en.wikipedia.org/wiki/Alfred_Eichner,Q4722626,"Alfred S. Eichner (March 23, 1937 – February 10, 1988) was an American post-Keynesian economist who challenged the neoclassical price mechanism and asserted that prices are not set through supply and demand but rather through mark-up pricing.
Eichner is one of the founders of the post-Keynesian school of economics and was a professor at Rutgers University at the time of his death. Eichner's writings and advocacy of thought, differed with the theories of John Maynard Keynes, who was an advocate of government intervention in the free market and proponent of public spending to increase employment. Eichner argued that investment was the key to economic expansion. He was considered an advocate of the concept that government incomes policy  should prevent inflationary wage and price settlements in connection to the customary fiscal and monetary means of regulating the economy.
He is noted for his book The Megacorp and Oligopoly (1976), Toward a new economics: essays in post-Keynesian and institutionalist theory (1985). His Macrodynamics of Advanced Market Economies (1987) contains chapters on dynamics and growth, investment, finance and income distribution.

",Alfred Eichner,https://en.wikipedia.org/wiki/Alfred_Eichner,"Alfred S. Eichner (March 23, 1937 – February 10, 1988) was an American post-Keynesian economist who challenged the neoclassical price mechanism and asserted that prices are not set through supply and demand but rather through mark-up pricing.
Eichner is one of the founders of the post-Keynesian school of economics and was a professor at Rutgers University at the time of his death. Eichner's writings and advocacy of thought, differed with the theories of John Maynard Keynes, who was an advocate of government intervention in the free market and proponent of public spending to increase employment. Eichner argued that investment was the key to economic expansion. He was considered an advocate of the concept that government incomes policy  should prevent inflationary wage and price settlements in connection to the customary fiscal and monetary means of regulating the economy.
He is noted for his book The Megacorp and Oligopoly (1976), Toward a new economics: essays in post-Keynesian and institutionalist theory (1985). His Macrodynamics of Advanced Market Economies (1987) contains chapters on dynamics and growth, investment, finance and income distribution.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1937-05-23T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1937.0,Q6581097
Ali M. El-Agraa,https://en.wikipedia.org/wiki/Ali_M._El-Agraa,Q4724981,"Ali M. El-Agraa (Arabic: علي الأقرع, born 1 January 1941) is Emeritus Professor of International Economic Integration, Fukuoka University, Japan. He was invited to Fukuoka University in 1988 while he was a Visiting Professor with the International University of Japan (1984-6), on leave from the University of Leeds (UK), which he joined in 1971. He left Sudan in 1964 for England where he became a permanent resident and in 1977 was granted British citizenship. He is married to Diana Latham Moult (20 October 1979) and has a son (Mark Stephen) and a daughter (Frances Hanna). He is now back in the UK, living in Greater London.",Ali M. El-Agraa,https://en.wikipedia.org/wiki/Ali_M._El-Agraa,"Ali M. El-Agraa (Arabic: علي الأقرع, born 1 January 1941) is Emeritus Professor of International Economic Integration, Fukuoka University, Japan. He was invited to Fukuoka University in 1988 while he was a Visiting Professor with the International University of Japan (1984-6), on leave from the University of Leeds (UK), which he joined in 1971. He left Sudan in 1964 for England where he became a permanent resident and in 1977 was granted British citizenship. He is married to Diana Latham Moult (20 October 1979) and has a son (Mark Stephen) and a daughter (Frances Hanna). He is now back in the UK, living in Greater London.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1941-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1941.0,Q6581097
Daniel Ellsberg,https://en.wikipedia.org/wiki/Daniel_Ellsberg,Q431085,"Daniel Ellsberg (April 7, 1931 – June 16, 2023) was an American political activist, economist, and United States military analyst. While employed by the RAND Corporation, he precipitated a national political controversy in 1971 when he released the Pentagon Papers, a top-secret Pentagon study of U.S. government decision-making in relation to the Vietnam War, to The New York Times, The Washington Post, and other newspapers.
In January 1973, Ellsberg was charged under the Espionage Act of 1917 along with other charges of theft and conspiracy, carrying a maximum sentence of 115 years. Because of governmental misconduct and illegal evidence-gathering (committed by the same people who later would be involved in the Watergate scandal), and his defense by Leonard Boudin and Harvard Law School professor Charles Nesson, Judge William Matthew Byrne Jr. dismissed all charges against Ellsberg in May 1973.
Ellsberg was awarded the Right Livelihood Award in 2006. He was also known for having formulated an important example in decision theory, the Ellsberg paradox; for his extensive studies on nuclear weapons and nuclear policy; and for voicing support for WikiLeaks, Chelsea Manning, and Edward Snowden. Ellsberg was awarded the 2018 Olof Palme Prize for his ""profound humanism and exceptional moral courage"".  He was a   founding member of Veteran Intelligence Professionals for Sanity.",Daniel Ellsberg,https://en.wikipedia.org/wiki/Daniel_Ellsberg,"Daniel Ellsberg (April 7, 1931 – June 16, 2023) was an American political activist, economist, and United States military analyst. While employed by the RAND Corporation, he precipitated a national political controversy in 1971 when he released the Pentagon Papers, a top-secret Pentagon study of U.S. government decision-making in relation to the Vietnam War, to The New York Times, The Washington Post, and other newspapers.
In January 1973, Ellsberg was charged under the Espionage Act of 1917 along with other charges of theft and conspiracy, carrying a maximum sentence of 115 years. Because of governmental misconduct and illegal evidence-gathering (committed by the same people who later would be involved in the Watergate scandal), and his defense by Leonard Boudin and Harvard Law School professor Charles Nesson, Judge William Matthew Byrne Jr. dismissed all charges against Ellsberg in May 1973.
Ellsberg was awarded the Right Livelihood Award in 2006. He was also known for having formulated an important example in decision theory, the Ellsberg paradox; for his extensive studies on nuclear weapons and nuclear policy; and for voicing support for WikiLeaks, Chelsea Manning, and Edward Snowden. Ellsberg was awarded the 2018 Olof Palme Prize for his ""profound humanism and exceptional moral courage"".  He was a   founding member of Veteran Intelligence Professionals for Sanity.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1931-04-07T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 189290, 'id': 'Q189290'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 16323111, 'id': 'Q16323111'}, {'entity-type': 'item', 'numeric-id': 26102, 'id': 'Q26102'}, {'entity-type': 'item', 'numeric-id': 56027752, 'id': 'Q56027752'}, {'entity-type': 'item', 'numeric-id': 11499147, 'id': 'Q11499147'}, {'entity-type': 'item', 'numeric-id': 829064, 'id': 'Q829064'}, {'entity-type': 'item', 'numeric-id': 6051619, 'id': 'Q6051619'}]","[{'entity-type': 'item', 'numeric-id': 2167404, 'id': 'Q2167404'}, {'entity-type': 'item', 'numeric-id': 1791716, 'id': 'Q1791716'}, {'entity-type': 'item', 'numeric-id': 350604, 'id': 'Q350604'}, {'entity-type': 'item', 'numeric-id': 156035, 'id': 'Q156035'}]",1931.0,Q6581097
Richard T. Ely,https://en.wikipedia.org/wiki/Richard_T._Ely,Q770901,"Richard Theodore Ely (April 13, 1854 – October 4, 1943) was an American economist, author, and leader of the Progressive movement who called for more government intervention to reform what it saw as the injustices of capitalism, especially regarding factory conditions, compulsory education, child labor, and labor unions.
Ely is best remembered as a founder and the first Secretary of the American Economic Association, as a founder and secretary of the Christian Social Union, and as the author of a series of widely read books on the organized labor movement, socialism, and other social issues. He also promoted views on eugenics, redlining, and race suicide.",Richard T. Ely,https://en.wikipedia.org/wiki/Richard_T._Ely,"Richard Theodore Ely (April 13, 1854 – October 4, 1943) was an American economist, author, and leader of the Progressive movement who called for more government intervention to reform what it saw as the injustices of capitalism, especially regarding factory conditions, compulsory education, child labor, and labor unions.
Ely is best remembered as a founder and the first Secretary of the American Economic Association, as a founder and secretary of the Christian Social Union, and as the author of a series of widely read books on the organized labor movement, socialism, and other social issues. He also promoted views on eugenics, redlining, and race suicide.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1854-04-13T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, {'time': '+1854-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 201788, 'id': 'Q201788'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}]",,1854.0,Q6581097
Kenneth G. Elzinga,https://en.wikipedia.org/wiki/Kenneth_G._Elzinga,Q4531178,"Kenneth G. Elzinga is the Robert C. Taylor Professor of Economics at the University of Virginia. He is an antitrust expert and co-authored a highly successful quartet of murder mystery novels in which the sleuth, dubbed Henry Spearman, solves the murder using principles of economics.
Elzinga's antitrust expertise led the U.S. Supreme Court to its 5–4 decision on June 28, 2007, in Leegin Creative Leather Products, Inc. v. PSKS, Inc. that minimum retail pricing schemes, formerly treated automatically as illegal under the Sherman Antitrust Act, may offer benefits to consumers.
His novels are written under the pseudonym Marshall Jevons, a mixture of economics pathfinders Alfred Marshall and William Stanley Jevons in collaboration with now-deceased Trinity University professor William L. Breit (1933–2011).",Kenneth G. Elzinga,https://en.wikipedia.org/wiki/Kenneth_G._Elzinga,"Kenneth G. Elzinga is the Robert C. Taylor Professor of Economics at the University of Virginia. He is an antitrust expert and co-authored a highly successful quartet of murder mystery novels in which the sleuth, dubbed Henry Spearman, solves the murder using principles of economics.
Elzinga's antitrust expertise led the U.S. Supreme Court to its 5–4 decision on June 28, 2007, in Leegin Creative Leather Products, Inc. v. PSKS, Inc. that minimum retail pricing schemes, formerly treated automatically as illegal under the Sherman Antitrust Act, may offer benefits to consumers.
His novels are written under the pseudonym Marshall Jevons, a mixture of economics pathfinders Alfred Marshall and William Stanley Jevons in collaboration with now-deceased Trinity University professor William L. Breit (1933–2011).","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1942-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]",,1942.0,Q6581097
Ernst Engel,https://en.wikipedia.org/wiki/Ernst_Engel,Q61664,"Ernst Engel (; German: [ˈɛŋəl]; 26 March 1821 – 8 December 1896) was a German statistician and economist, famous for the Engel curve and Engel's law.",Ernst Engel,https://en.wikipedia.org/wiki/Ernst_Engel,"Ernst Engel (; German: [ˈɛŋəl]; 26 March 1821 – 8 December 1896) was a German statistician and economist, famous for the Engel curve and Engel's law.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1821-03-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 153015, 'id': 'Q153015'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 2732142, 'id': 'Q2732142'}, {'entity-type': 'item', 'numeric-id': 82955, 'id': 'Q82955'}]",,1821.0,Q6581097
Friedrich Engels,https://en.wikipedia.org/wiki/Friedrich_Engels,Q34787,"Friedrich Engels ( ENG-gəlz; German: [ˈfʁiːdʁɪç ˈɛŋl̩s]; 28 November 1820 – 5 August 1895)  was a German philosopher, political theorist, journalist, and revolutionary socialist. He was also a businessman and Karl Marx's lifelong friend and closest collaborator, serving as the co-founder of Marxism.
Born in Barmen in the Kingdom of Prussia, Engels was the son of a wealthy textile manufacturer. Despite his bourgeois background, he became a staunch critic of capitalism, influenced by his observations of industrial working conditions in Manchester, England, as published in his early work The Condition of the Working Class in England (1845). He met Marx in 1844, after which they jointly authored works including The Holy Family (1844), The German Ideology (written 1846), and The Communist Manifesto (1848), and worked as political activists in the Communist League and First International. Engels also supported Marx financially for much of his life, enabling him to continue his writing in London. After Marx's death in 1883, Engels edited from his manuscripts to complete Volumes II and III of his work Das Kapital (1885 and 1894).
Engels' own works, including Anti-Dühring (1878), Socialism: Utopian and Scientific (1880), Dialectics of Nature (written 1872–1882), The Origin of the Family, Private Property and the State (1884), and Ludwig Feuerbach and the End of Classical German Philosophy (1886), are foundational to Marxist theory.

",Friedrich Engels,https://en.wikipedia.org/wiki/Friedrich_Engels,"Friedrich Engels ( ENG-gəlz; German: [ˈfʁiːdʁɪç ˈɛŋl̩s]; 28 November 1820 – 5 August 1895)  was a German philosopher, political theorist, journalist, and revolutionary socialist. He was also a businessman and Karl Marx's lifelong friend and closest collaborator, serving as the co-founder of Marxism.
Born in Barmen in the Kingdom of Prussia, Engels was the son of a wealthy textile manufacturer. Despite his bourgeois background, he became a staunch critic of capitalism, influenced by his observations of industrial working conditions in Manchester, England, as published in his early work The Condition of the Working Class in England (1845). He met Marx in 1844, after which they jointly authored works including The Holy Family (1844), The German Ideology (written 1846), and The Communist Manifesto (1848), and worked as political activists in the Communist League and First International. Engels also supported Marx financially for much of his life, enabling him to continue his writing in London. After Marx's death in 1883, Engels edited from his manuscripts to complete Volumes II and III of his work Das Kapital (1885 and 1894).
Engels' own works, including Anti-Dühring (1878), Socialism: Utopian and Scientific (1880), Dialectics of Nature (written 1872–1882), The Origin of the Family, Private Property and the State (1884), and Ludwig Feuerbach and the End of Classical German Philosophy (1886), are foundational to Marxist theory.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1820-11-28T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 27306, 'id': 'Q27306'}, {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 15319501, 'id': 'Q15319501'}, {'entity-type': 'item', 'numeric-id': 15994177, 'id': 'Q15994177'}, {'entity-type': 'item', 'numeric-id': 4964182, 'id': 'Q4964182'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 3242115, 'id': 'Q3242115'}, {'entity-type': 'item', 'numeric-id': 2306091, 'id': 'Q2306091'}, {'entity-type': 'item', 'numeric-id': 28692502, 'id': 'Q28692502'}, {'entity-type': 'item', 'numeric-id': 1930187, 'id': 'Q1930187'}, {'entity-type': 'item', 'numeric-id': 131524, 'id': 'Q131524'}, {'entity-type': 'item', 'numeric-id': 201788, 'id': 'Q201788'}, {'entity-type': 'item', 'numeric-id': 482980, 'id': 'Q482980'}]","[{'entity-type': 'item', 'numeric-id': 5891, 'id': 'Q5891'}]",1820.0,Q6581097
Stanley Engerman,https://en.wikipedia.org/wiki/Stanley_Engerman,Q2331687,"Stanley Lewis Engerman (March 14, 1936 – May 11, 2023) was an American economist and economic historian.  He was known for his quantitative historical work along with Nobel Prize-winning economist Robert Fogel. His first major book, co-authored with Robert Fogel in 1974, was Time on the Cross: The Economics of American Negro Slavery. This significant work, winner of the Bancroft Prize in American history, challenged readers to think critically about the economics of slavery. Engerman has also published over 100 articles and has authored, co-authored or edited 16 book-length studies.
Engerman served as president of the Social Science History Association as well as president of the Economic History Association. He was professor of Economics and Professor of History at the University of Rochester, where he taught classes in economic history and the economics of sports and entertainment. From 2009 to 2012 he was a visiting professor in the Harvard University Economics Department, where he taught the economics of sports and entertainment.
Engerman's students included Evelyn Brooks Higginbotham, David Eltis, Gary Gorton, Art Laffer, Jeremy Lin, and Robert L. Paquette.",Stanley Engerman,https://en.wikipedia.org/wiki/Stanley_Engerman,"Stanley Lewis Engerman (March 14, 1936 – May 11, 2023) was an American economist and economic historian.  He was known for his quantitative historical work along with Nobel Prize-winning economist Robert Fogel. His first major book, co-authored with Robert Fogel in 1974, was Time on the Cross: The Economics of American Negro Slavery. This significant work, winner of the Bancroft Prize in American history, challenged readers to think critically about the economics of slavery. Engerman has also published over 100 articles and has authored, co-authored or edited 16 book-length studies.
Engerman served as president of the Social Science History Association as well as president of the Economic History Association. He was professor of Economics and Professor of History at the University of Rochester, where he taught classes in economic history and the economics of sports and entertainment. From 2009 to 2012 he was a visiting professor in the Harvard University Economics Department, where he taught the economics of sports and entertainment.
Engerman's students included Evelyn Brooks Higginbotham, David Eltis, Gary Gorton, Art Laffer, Jeremy Lin, and Robert L. Paquette.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1936-03-14T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 201788, 'id': 'Q201788'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 159810, 'id': 'Q159810'}, {'entity-type': 'item', 'numeric-id': 47398, 'id': 'Q47398'}, {'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1936.0,Q6581097
Robert F. Engle,https://en.wikipedia.org/wiki/Robert_F._Engle,Q295653,"Robert Fry Engle III (born November 10, 1942) is an American economist and statistician. He won the 2003 Nobel Memorial Prize in Economic Sciences, sharing the award with Clive Granger, ""for methods of analyzing economic time series with time-varying volatility (ARCH)"".",Robert F. Engle,https://en.wikipedia.org/wiki/Robert_F._Engle,"Robert Fry Engle III (born November 10, 1942) is an American economist and statistician. He won the 2003 Nobel Memorial Prize in Economic Sciences, sharing the award with Clive Granger, ""for methods of analyzing economic time series with time-varying volatility (ARCH)"".","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1942-11-10T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 2732142, 'id': 'Q2732142'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1942.0,Q6581097
Ludwig Erhard,https://en.wikipedia.org/wiki/Ludwig_Erhard,Q2496,"Ludwig Wilhelm Erhard (German: [ˈluːtvɪç ˈʔeːɐ̯haʁt]; 4 February 1897 – 5 May 1977) was a German politician and economist who served as the second chancellor of West Germany from 1963 until 1966. Affiliated with the Christian Democratic Union (CDU), he is known for leading the West German postwar economic reforms and economic recovery (Wirtschaftswunder, German for ""economic miracle"") in his role as Minister of Economic Affairs under Chancellor Konrad Adenauer from 1949 to 1963. During that period he promoted the concept of the social market economy (soziale Marktwirtschaft), on which Germany's economic policy in the 21st century continues to be based.
In his tenure as Chancellor, however, Erhard lacked support from Adenauer, who remained chairman of the CDU party until 1966. Erhard failed to win the German public's confidence in his handling of a budget deficit and lacked public support for his direction of foreign policy. His popularity waned, and he resigned his chancellorship on 30 November 1966.",Ludwig Erhard,https://en.wikipedia.org/wiki/Ludwig_Erhard,"Ludwig Wilhelm Erhard (German: [ˈluːtvɪç ˈʔeːɐ̯haʁt]; 4 February 1897 – 5 May 1977) was a German politician and economist who served as the second chancellor of West Germany from 1963 until 1966. Affiliated with the Christian Democratic Union (CDU), he is known for leading the West German postwar economic reforms and economic recovery (Wirtschaftswunder, German for ""economic miracle"") in his role as Minister of Economic Affairs under Chancellor Konrad Adenauer from 1949 to 1963. During that period he promoted the concept of the social market economy (soziale Marktwirtschaft), on which Germany's economic policy in the 21st century continues to be based.
In his tenure as Chancellor, however, Erhard lacked support from Adenauer, who remained chairman of the CDU party until 1966. Erhard failed to win the German public's confidence in his handling of a budget deficit and lacked public support for his direction of foreign policy. His popularity waned, and he resigned his chancellorship on 30 November 1966.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1897-02-04T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 183, 'id': 'Q183'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 82955, 'id': 'Q82955'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]",,1897.0,Q6581097
Vanessa Erogbogbo,https://en.wikipedia.org/wiki/Vanessa_Erogbogbo,Q62697266,Vanessa Erogbogbo is a Ugandan private sector development specialist who focuses on sustainable trade. She is the Director of the Division of Sustainable and Inclusive Trade at the International Trade Centre (ITC).,Vanessa Erogbogbo,https://en.wikipedia.org/wiki/Vanessa_Erogbogbo,Vanessa Erogbogbo is a Ugandan private sector development specialist who focuses on sustainable trade. She is the Director of the Division of Sustainable and Inclusive Trade at the International Trade Centre (ITC).,"[{'entity-type': 'item', 'numeric-id': 6581072, 'id': 'Q6581072'}]",,"[{'entity-type': 'item', 'numeric-id': 1036, 'id': 'Q1036'}]","[{'entity-type': 'item', 'numeric-id': 81096, 'id': 'Q81096'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,,Q6581072
Miren Etxezarreta,https://en.wikipedia.org/wiki/Miren_Etxezarreta,Q3752789,"Miren Etxezarreta Zubizarreta (born 23 March 1936) is a Spanish Basque economist and intellectual of the left who is linked to social movements. Since 2007 she has been Professor Emeritus in Applied Economics at the Autonomous University of Barcelona.
She is influenced by Karl Marx, Rosa Luxemburg and post-Keynesian economists such as Joan Robinson as well as Marxist economists such as Paul A. Baran and Paul Sweezy, among others.",Miren Etxezarreta,https://en.wikipedia.org/wiki/Miren_Etxezarreta,"Miren Etxezarreta Zubizarreta (born 23 March 1936) is a Spanish Basque economist and intellectual of the left who is linked to social movements. Since 2007 she has been Professor Emeritus in Applied Economics at the Autonomous University of Barcelona.
She is influenced by Karl Marx, Rosa Luxemburg and post-Keynesian economists such as Joan Robinson as well as Marxist economists such as Paul A. Baran and Paul Sweezy, among others.","[{'entity-type': 'item', 'numeric-id': 6581072, 'id': 'Q6581072'}]","[{'time': '+1936-03-23T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 29, 'id': 'Q29'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 8359428, 'id': 'Q8359428'}]",,1936.0,Q6581072
Marc Faber,https://en.wikipedia.org/wiki/Marc_Faber,Q117011,"Marc Faber (born February 28, 1946; nicknamed ""Dr. Doom"") is a Swiss investor based in Thailand. He is the publisher of the Gloom Boom & Doom Report newsletter, and the director of Marc Faber Ltd, which acts as an investment advisor and fund manager. Faber also serves as director, advisor, and shareholder of a number of investment funds that focus on emerging and frontier markets, including Asia Frontier Capital Ltd.'s AFC Asia Frontier Fund. 
Faber is credited for advising his clients to get out of the stock market before the October 1987 crash, and with 
in 2005-06 writing extensively about an impending crash of home prices, prior to the 2008 financial crisis. In 2017 he was criticized for racist remarks.",Marc Faber,https://en.wikipedia.org/wiki/Marc_Faber,"Marc Faber (born February 28, 1946; nicknamed ""Dr. Doom"") is a Swiss investor based in Thailand. He is the publisher of the Gloom Boom & Doom Report newsletter, and the director of Marc Faber Ltd, which acts as an investment advisor and fund manager. Faber also serves as director, advisor, and shareholder of a number of investment funds that focus on emerging and frontier markets, including Asia Frontier Capital Ltd.'s AFC Asia Frontier Fund. 
Faber is credited for advising his clients to get out of the stock market before the October 1987 crash, and with 
in 2005-06 writing extensively about an impending crash of home prices, prior to the 2008 financial crisis. In 2017 he was criticized for racist remarks.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1946-02-28T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 39, 'id': 'Q39'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 15980158, 'id': 'Q15980158'}]",,1946.0,Q6581097
Armin Falk,https://en.wikipedia.org/wiki/Armin_Falk,Q67357,Armin Falk (born 18 January 1968) is a German economist. He has held a chair at the University of Bonn since 2003.,Armin Falk,https://en.wikipedia.org/wiki/Armin_Falk,Armin Falk (born 18 January 1968) is a German economist. He has held a chair at the University of Bonn since 2003.,"[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1968-01-18T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 183, 'id': 'Q183'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]",,1968.0,Q6581097
